#time Nodes links maxInDeg maxOutDeg CC SingIn SingOut DoubIn DoubOut InDegSq OutDegSq InAssort OutAssort
1801 1797 10760 27 27 0.00448171609534496 0 0 0 0 47.71619365609349 47.71619365609349 0.19863761775636357 0.19863761775636357
1901 1897 11360 27 27 0.004332851863940935 0 0 0 0 47.912493410648395 47.912493410648395 0.19029432733024593 0.19029432733024593
2001 1997 11960 27 27 0.00427469769155942 0 0 0 0 47.941912869303955 47.941912869303955 0.19024455627052436 0.19024455627052436
2101 2097 12560 28 28 0.004029521480341715 0 0 0 0 47.91988555078684 47.91988555078684 0.19378422146505975 0.19378422146505975
2201 2197 13160 28 28 0.0039711132486085375 0 0 0 0 47.923532089212564 47.923532089212564 0.1966403866422856 0.1966403866422856
2301 2297 13760 29 29 0.0036919251601604717 0 0 0 0 47.93121462777536 47.93121462777536 0.20013161058926165 0.20013161058926165
2401 2397 14360 29 29 0.0036425554839202507 0 0 0 0 47.86232790988736 47.86232790988736 0.2035110381321167 0.2035110381321167
2501 2497 14960 29 29 0.0033454195161922587 0 0 0 0 47.89267120544653 47.89267120544653 0.20398990510789602 0.20398990510789602
2601 2597 15560 29 29 0.0032857947431261096 0 0 0 0 47.95225259915287 47.95225259915287 0.2040984956635541 0.2040984956635541
2701 2697 16160 29 29 0.0032768572093498528 0 0 0 0 47.9265850945495 47.9265850945495 0.2055730700520309 0.2055730700520309
2801 2797 16760 29 29 0.0029313373316839117 0 0 0 0 47.952091526635684 47.952091526635684 0.2051654152943211 0.2051654152943211
2901 2897 17360 29 29 0.002793772372887931 0 0 0 0 47.974456334138765 47.974456334138765 0.20541420121197457 0.20541420121197457
3001 2997 17960 29 29 0.002862699009475694 0 0 0 0 47.93593593593594 47.93593593593594 0.20711809231272638 0.20711809231272638
3101 3097 18560 30 30 0.002820138915499445 0 0 0 0 48.09299321924443 48.09299321924443 0.20110460517699652 0.20110460517699652
3201 3197 19160 31 31 0.0027753051580048 0 0 0 0 48.30591179230529 48.30591179230529 0.19407201742132119 0.19407201742132119
3301 3297 19760 32 32 0.0027245506428609082 0 0 0 0 48.54473764027904 48.54473764027904 0.18717496243374648 0.18717496243374648
3401 3397 20360 33 33 0.002729521733472408 0 0 0 0 48.707094495142776 48.707094495142776 0.18113020124811668 0.18113020124811668
3501 3497 20960 33 33 0.0025545028899380813 0 0 0 0 48.87274806977409 48.87274806977409 0.17675031687035198 0.17675031687035198
3601 3597 21560 33 33 0.002478053716536527 0 0 0 0 48.98192938559911 48.98192938559911 0.17407692452726303 0.17407692452726303
3701 3697 22160 33 33 0.002394766777868394 0 0 0 0 49.09764674060049 49.09764674060049 0.17024719391403315 0.17024719391403315
3801 3797 22760 34 34 0.002370525304497767 0 0 0 0 49.20568870160653 49.20568870160653 0.1684902917580344 0.1684902917580344
3901 3897 23360 34 34 0.002283112495148163 0 0 0 0 49.3225558121632 49.3225558121632 0.1645223704252179 0.1645223704252179
4001 3997 23960 34 34 0.0022007619511065766 0 0 0 0 49.437578183637726 49.437578183637726 0.16146623297879378 0.16146623297879378
4101 4097 24560 34 34 0.0022304762055329404 0 0 0 0 49.60068342689773 49.60068342689773 0.15711442865693026 0.15711442865693026
4201 4197 25160 34 34 0.0023268172344890923 0 0 0 0 49.680247796044796 49.680247796044796 0.15558966563610088 0.15558966563610088
4301 4297 25760 34 34 0.0022525121521634094 0 0 0 0 49.82639050500349 49.82639050500349 0.1503131815557247 0.1503131815557247
4401 4397 26360 34 34 0.002118091613957092 0 0 0 0 49.92722310666363 49.92722310666363 0.1477392656719427 0.1477392656719427
4501 4497 26960 36 36 0.002194687524383232 0 0 0 0 50.0391372025795 50.0391372025795 0.14561895801755845 0.14561895801755845
4601 4597 27560 36 36 0.0022069567277771597 0 0 0 0 50.113987383075916 50.113987383075916 0.14432707146730525 0.14432707146730525
4701 4697 28160 36 36 0.002109062118939012 0 0 0 0 50.266978922716625 50.266978922716625 0.14097985523663215 0.14097985523663215
4801 4797 28760 36 36 0.0020947358424140434 0 0 0 0 50.312695434646656 50.312695434646656 0.13984686414501313 0.13984686414501313
4901 4897 29360 36 36 0.002085116728769381 0 0 0 0 50.48111088421483 50.48111088421483 0.13511281614247023 0.13511281614247023
5001 4997 29960 36 36 0.00200002163514391 0 0 0 0 50.60356213728237 50.60356213728237 0.1328298258652245 0.1328298258652245
5101 5097 30560 37 37 0.0020114550189706754 0 0 0 0 50.73690406121248 50.73690406121248 0.12787291173689652 0.12787291173689652
5201 5197 31160 37 37 0.0019100110390772224 0 0 0 0 50.8504906676929 50.8504906676929 0.12463889731601947 0.12463889731601947
5301 5297 31760 37 37 0.0019805123018395475 0 0 0 0 50.9628091372475 50.9628091372475 0.1206553817132516 0.1206553817132516
5401 5397 32360 37 37 0.0019918327413626347 0 0 0 0 51.017231795441916 51.017231795441916 0.1202824106440833 0.1202824106440833
5501 5497 32960 38 38 0.0019358189207343982 0 0 0 0 51.12388575586684 51.12388575586684 0.11875427084243971 0.11875427084243971
5601 5597 33560 38 38 0.0018924188366484286 0 0 0 0 51.16490977309273 51.16490977309273 0.11875456537460276 0.11875456537460276
5701 5697 34160 38 38 0.001757939557657385 0 0 0 0 51.224855186940495 51.224855186940495 0.1180781034931504 0.1180781034931504
5801 5797 34760 39 39 0.0018686827977455838 0 0 0 0 51.28583750215629 51.28583750215629 0.11819202573681378 0.11819202573681378
5901 5897 35360 39 39 0.001805239748017635 0 0 0 0 51.32338477191792 51.32338477191792 0.11729875901364609 0.11729875901364609
6001 5997 35960 39 39 0.0017486451999533716 0 0 0 0 51.366016341504086 51.366016341504086 0.11602647042634112 0.11602647042634112
6101 6097 36560 40 40 0.0017555549140406959 0 0 0 0 51.60209939314417 51.60209939314417 0.11025971641023911 0.11025971641023911
6201 6197 37160 41 41 0.0017162270170597196 0 0 0 0 51.78634823301598 51.78634823301598 0.106169042674241 0.106169042674241
6301 6297 37760 41 41 0.0018910461849655723 0 0 0 0 51.98189614101953 51.98189614101953 0.10135775232925706 0.10135775232925706
6401 6397 38360 41 41 0.0019005988834417487 0 0 0 0 52.16945443176489 52.16945443176489 0.09644042176015766 0.09644042176015766
6501 6497 38960 42 42 0.0019120415740439068 0 0 0 0 52.35154686778513 52.35154686778513 0.0927177868059728 0.0927177868059728
6601 6597 39560 42 42 0.0019239851242308964 0 0 0 0 52.53084735485827 52.53084735485827 0.0897195244314513 0.0897195244314513
6701 6697 40160 42 42 0.001890379967281211 0 0 0 0 52.76302822159176 52.76302822159176 0.08486843127287359 0.08486843127287359
6801 6797 40760 42 42 0.0018523633609744163 0 0 0 0 52.953067529792555 52.953067529792555 0.08051430136973328 0.08051430136973328
6901 6897 41360 43 43 0.0018205463536876616 0 0 0 0 53.10279831810932 53.10279831810932 0.07811588674883849 0.07811588674883849
7001 6997 41960 43 43 0.0017797350650036584 0 0 0 0 53.27025868229241 53.27025868229241 0.0741851136722971 0.0741851136722971
7101 7097 42560 44 44 0.0018200724574895177 0 0 0 0 53.45639002395378 53.45639002395378 0.07078991933690965 0.07078991933690965
7201 7197 43160 44 44 0.0018545168008886096 0 0 0 0 53.6548561900792 53.6548561900792 0.06731589110131564 0.06731589110131564
7301 7297 43760 45 45 0.0018676594123963111 0 0 0 0 53.83993421954228 53.83993421954228 0.06423251563198674 0.06423251563198674
7401 7397 44360 45 45 0.0017859926095435386 0 0 0 0 53.96809517371908 53.96809517371908 0.062107891305634814 0.062107891305634814
7501 7497 44960 45 45 0.0018023113297685402 0 0 0 0 54.10964385754302 54.10964385754302 0.05996266221384167 0.05996266221384167
7601 7597 45560 45 45 0.0018070980767129442 0 0 0 0 54.24772936685534 54.24772936685534 0.056495669606384184 0.056495669606384184
7701 7697 46160 45 45 0.0017479494593725484 0 0 0 0 54.39781733142783 54.39781733142783 0.0546111671116027 0.0546111671116027
7801 7797 46760 45 45 0.0017352589207651375 0 0 0 0 54.61587790175709 54.61587790175709 0.050561242610392965 0.050561242610392965
7901 7897 47360 46 46 0.0017043314499608393 0 0 0 0 54.77497783968596 54.77497783968596 0.04772864848121086 0.04772864848121086
8001 7997 47960 46 46 0.0017187393572990985 0 0 0 0 54.89233462548456 54.89233462548456 0.046069705507693244 0.046069705507693244
8101 8097 48560 46 46 0.001689534192551827 0 0 0 0 55.05298258614302 55.05298258614302 0.04265991372043208 0.04265991372043208
8201 8197 49160 47 47 0.0017213142301978266 0 0 0 0 55.229962181285835 55.229962181285835 0.04004615709098017 0.04004615709098017
8301 8297 49760 47 47 0.0016987538610567527 0 0 0 0 55.34626973604917 55.34626973604917 0.038657360936241496 0.038657360936241496
8401 8397 50360 47 47 0.0016931365086017335 0 0 0 0 55.48386328450637 55.48386328450637 0.03671007473341601 0.03671007473341601
8501 8497 50960 47 47 0.001667174712193883 0 0 0 0 55.66082146639991 55.66082146639991 0.03363229714246732 0.03363229714246732
8601 8597 51560 48 48 0.0016259391919760764 0 0 0 0 55.80225660113993 55.80225660113993 0.03257678637085297 0.03257678637085297
8701 8697 52160 49 49 0.001602220376060347 0 0 0 0 55.925031620098885 55.925031620098885 0.0318900869917429 0.0318900869917429
8801 8797 52760 49 49 0.0015786315373175072 0 0 0 0 56.07161532340571 56.07161532340571 0.030453833198866426 0.030453833198866426
8901 8897 53360 49 49 0.0015564914904512622 0 0 0 0 56.223221310554116 56.223221310554116 0.02803610629086125 0.02803610629086125
9001 8997 53960 49 49 0.0015862290720765463 0 0 0 0 56.38724019117483 56.38724019117483 0.02619459704223051 0.02619459704223051
9101 9000 53984 49 49 0.0015857003290525207 0 0 0 0 56.39311111111111 56.39311111111111 0.02624429524731172 0.02624429524731172
9101 9000 53984 49 49 0.0015857003290525207 0 0 0 0 56.39311111111111 56.39311111111111 0.02624429524731172 0.02624429524731172
